,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min]
662,L,299.8,309.6,1374,51.6,137
663,M,302.3,311.4,1571,32.7,17
664,H,303.4,311.9,1534,33.2,210
665,H,302.8,311.0,1436,43.5,47
666,M,302.3,311.7,1639,36.6,121
667,M,301.1,311.1,1384,42.5,185
668,L,298.0,307.3,1424,46.5,185
669,L,301.7,310.6,1486,38.5,78
670,L,299.6,309.0,1648,33.6,70
671,L,300.6,310.7,1440,52.5,200
672,L,300.3,309.2,1649,32.4,50
673,M,298.5,309.0,1741,28.0,21
674,M,297.9,307.8,1450,43.5,106
675,M,300.8,310.9,1557,31.6,52
676,M,299.1,308.3,1506,38.0,125
677,M,297.6,309.3,1529,41.9,3
678,L,300.6,311.6,1455,48.0,203
679,L,298.2,307.8,1423,48.1,183
680,L,298.3,308.4,1329,49.2,166
681,L,298.5,308.0,1379,49.6,152
682,M,301.9,309.7,1568,37.5,135
683,M,300.7,311.0,1378,41.2,93
684,L,298.4,308.9,1628,34.9,93
685,L,297.3,308.2,1446,53.5,7
686,M,297.9,309.8,1693,29.9,35
687,L,299.5,310.0,1388,52.4,94
688,L,300.7,309.5,1850,24.5,19
689,M,298.6,309.5,1426,45.4,38
690,M,297.3,308.6,1584,29.4,141
691,L,298.8,308.6,1511,36.1,157
692,L,300.6,310.7,1438,48.5,78
693,H,296.9,308.0,1416,46.9,105
694,L,300.6,312.0,1406,55.1,136
695,H,297.5,308.9,1419,50.7,7
696,L,300.1,310.5,1356,45.8,126
697,H,300.0,310.1,1714,28.7,55
698,L,298.8,309.7,1609,40.4,169
699,M,304.1,313.5,1587,33.6,108
700,L,300.1,311.4,1446,40.6,147
701,L,301.4,310.8,1477,50.4,90
702,L,298.1,307.9,1502,41.8,79
703,L,302.3,311.4,1845,21.9,27
704,L,296.8,307.6,1368,52.0,140
705,L,296.8,308.0,1497,41.7,231
706,L,297.9,307.6,1504,42.4,180
707,L,301.3,310.8,1390,57.4,164
708,L,298.3,309.1,1904,20.3,140
709,L,300.4,310.6,1429,46.9,19
710,L,300.7,310.7,1416,40.4,214
711,L,303.0,312.6,1451,42.1,125
712,L,298.2,307.8,1375,46.6,188
713,L,302.8,312.3,1764,29.9,162
714,L,303.8,312.6,1577,41.3,134
715,L,298.7,308.5,1616,30.2,34
716,H,296.4,307.5,1596,35.1,75
717,L,301.7,311.2,1482,43.6,154
718,L,298.3,307.9,1766,26.5,145
719,H,298.8,310.1,1380,44.0,56
720,L,300.9,310.7,1389,50.0,214
721,L,301.5,309.8,1549,38.5,81
722,L,299.0,310.5,1755,27.9,56
723,L,301.4,310.5,1633,39.5,0
724,L,297.4,309.2,1620,33.2,28
725,M,297.4,308.7,1582,31.9,161
726,M,297.6,308.7,1376,59.9,74
727,M,299.2,309.0,1881,23.9,137
728,L,300.3,310.3,1362,60.3,206
729,M,299.3,308.9,1577,34.9,160
730,L,300.4,311.2,1436,56.8,173
731,H,298.8,309.6,1516,40.2,152
732,L,297.6,309.5,2001,20.5,220
733,L,300.3,309.6,1326,52.4,57
734,L,298.3,309.5,1542,36.7,134
735,L,302.0,310.5,2197,15.8,133
736,L,297.7,308.9,1662,28.1,19
737,L,297.5,308.7,1453,37.6,112
738,M,298.3,309.4,1816,22.6,138
739,H,299.5,309.1,1548,44.3,40
740,M,298.6,309.9,1818,24.9,9
741,M,301.5,310.5,1600,32.8,205
742,L,303.7,312.9,1461,50.1,31
743,H,298.0,307.7,1547,36.8,186
744,L,299.3,309.2,1775,24.2,125
745,M,301.8,310.1,2372,13.9,205
746,M,300.1,310.1,1501,39.3,195
747,L,303.9,312.7,1339,62.3,156
748,M,303.4,311.7,1353,44.1,192
749,L,302.8,311.1,1721,30.0,87
750,L,300.5,311.4,1466,41.8,112
751,L,300.0,309.3,1395,56.5,122
752,M,303.4,312.9,1307,54.3,68
753,L,297.8,307.8,1452,39.8,21
754,L,301.5,310.7,1323,49.7,79
755,L,303.6,312.4,2232,16.8,0
756,L,297.7,308.4,1289,51.3,82
757,L,300.7,310.7,1333,61.0,177
758,L,302.1,311.0,1740,30.8,182
759,L,303.0,311.0,1359,44.2,115
760,H,299.3,308.8,1636,35.5,180
761,M,302.3,311.4,1418,41.3,62
762,L,299.6,311.0,1430,38.3,124
763,L,301.9,311.2,1369,49.8,66
764,H,302.3,310.8,1438,43.8,119
765,M,300.6,311.7,1424,50.8,182
766,L,301.2,312.4,1480,53.5,97
767,M,297.4,308.5,1600,42.1,190
768,M,297.9,307.4,1610,34.6,219
769,L,298.7,309.8,1394,40.3,11
770,L,298.9,310.1,1510,38.0,52
771,L,298.9,310.2,1445,40.0,129
772,L,299.6,310.9,1472,40.9,137
773,L,301.4,310.4,1737,31.9,96
774,H,303.9,313.2,1680,29.1,201
775,L,300.9,310.7,1412,57.5,16
776,L,296.5,307.4,1523,40.7,85
777,L,302.4,310.2,1400,53.7,175
778,H,298.5,309.4,1573,36.0,97
779,L,301.9,311.3,1366,55.6,57
780,L,303.3,311.8,1842,24.5,67
781,M,301.2,310.1,1666,34.9,37
782,L,299.2,308.7,1492,37.8,91
783,M,301.1,310.5,1646,30.7,76
784,H,297.9,307.8,1635,34.0,142
785,L,304.1,313.1,1969,20.8,59
786,M,303.9,313.0,1620,36.6,80
787,M,297.6,308.6,1585,42.0,90
788,M,302.0,311.3,1530,36.4,27
789,H,297.7,309.7,1570,35.8,160
790,H,300.8,310.4,1419,46.4,200
791,M,301.3,310.8,1509,40.1,25
792,M,299.5,310.1,1359,61.1,67
793,M,297.9,307.4,1435,42.9,18
794,L,298.4,308.7,1386,44.9,135
795,L,296.9,308.4,1390,41.8,184
796,L,300.3,311.5,1378,47.5,64
797,L,302.8,310.9,1708,29.8,42
798,L,302.2,311.6,1416,54.1,48
799,L,303.8,313.1,1523,39.8,150
800,L,300.6,310.2,1648,31.7,46
801,L,300.9,311.0,1438,49.0,61
802,L,297.9,309.5,1390,47.9,127
803,L,299.1,308.3,1325,46.9,28
804,H,302.8,312.3,1483,47.2,223
805,H,298.9,309.9,1376,51.0,32
806,M,298.1,308.9,1459,50.3,115
807,M,298.4,309.5,1484,41.7,119
808,M,302.1,311.2,1616,35.1,57
809,M,298.3,308.4,1444,47.5,178
810,M,297.3,308.2,1846,24.5,41
811,H,301.0,310.9,1495,37.3,21
812,L,297.5,308.3,1435,40.3,197
813,L,299.4,310.4,1582,31.7,181
814,H,295.6,306.2,1414,42.5,69
815,L,299.7,309.2,1781,29.6,201
816,M,302.4,310.1,1379,48.9,107
817,M,298.8,310.3,1366,59.0,94
818,L,297.2,308.0,1869,25.4,163
819,L,302.7,312.1,1597,39.8,153
820,M,298.1,308.0,1543,41.9,73
821,L,301.7,310.6,1513,41.1,64
822,L,300.4,309.7,1314,50.2,179
823,L,295.5,305.9,1542,36.2,12
824,M,297.6,308.7,1408,51.5,4
825,L,302.3,312.0,1746,28.1,167
826,L,301.5,310.8,1413,44.6,166
827,L,300.9,310.7,1740,25.3,164
828,L,303.6,312.0,1309,52.9,86
829,L,300.0,309.5,1506,38.8,87
830,L,301.9,310.8,1400,58.2,79
831,L,302.8,312.6,1462,39.4,22
832,M,302.5,311.9,1340,59.4,60
833,L,301.3,310.6,1436,44.2,76
834,L,298.4,309.3,1504,39.3,192
835,L,296.3,307.2,1646,35.0,192
836,M,300.8,310.2,1598,36.5,195
837,L,298.5,309.6,1582,40.3,103
838,M,298.2,308.9,1408,38.8,20
839,M,303.9,312.9,1430,53.5,189
840,M,302.0,311.3,1725,27.7,23
841,L,300.4,310.8,1520,37.6,151
842,L,302.0,310.5,1567,36.1,124
843,L,301.9,310.9,1379,54.8,99
844,L,303.8,312.7,1664,29.3,178
845,M,302.1,310.1,1379,48.2,166
846,L,299.2,308.5,1381,60.6,59
847,M,297.5,308.1,1469,44.8,5
848,L,300.8,311.7,1753,29.0,8
849,H,303.8,312.5,1525,38.0,209
850,L,302.0,310.7,1698,28.1,39
851,L,298.5,309.6,1861,26.9,130
852,M,297.1,308.4,1880,23.5,155
853,L,300.9,310.9,1370,52.5,107
854,H,299.8,309.3,1595,32.1,183
855,M,297.4,309.1,1582,35.9,180
856,L,301.7,309.8,1398,46.0,109
857,M,301.7,311.2,1563,34.5,139
858,L,296.6,307.7,1556,37.7,110
859,M,303.4,312.6,2706,9.8,65
860,M,303.0,311.2,1592,38.9,188
861,L,297.7,308.8,1354,50.2,103
862,L,298.4,309.5,1376,50.4,202
863,L,301.6,310.7,1457,40.4,213
864,L,301.8,310.6,1451,50.7,108
865,L,298.8,309.6,1613,27.7,143
866,L,300.6,310.1,1541,42.0,23
867,H,304.2,313.3,1625,37.3,27
868,M,300.5,311.9,1875,22.1,100
869,M,302.3,311.3,1339,50.8,123
870,M,298.7,309.7,1868,23.8,118
871,L,301.2,310.3,1499,38.1,61
872,L,298.3,309.3,1337,56.1,206
873,L,299.0,310.2,1516,35.3,102
874,M,304.0,313.0,1575,34.5,92
875,L,298.3,308.9,1695,30.7,174
876,L,299.1,308.6,1437,41.6,183
877,L,299.0,308.9,1511,35.9,16
878,L,300.4,309.7,1384,45.1,159
879,M,300.4,309.3,1467,40.3,166
880,L,302.2,311.5,1482,45.6,87
881,H,298.3,309.5,1521,37.1,84
882,L,299.6,309.1,2266,15.3,79
883,L,303.7,312.2,1487,34.0,94
884,L,299.0,310.2,1377,62.5,92
885,M,302.9,312.6,1394,46.4,82
886,L,303.2,312.5,1518,39.9,146
887,M,299.2,308.4,1381,42.5,54
888,L,300.5,311.7,1619,32.7,85
889,L,299.9,309.1,1412,48.3,198
890,M,300.5,311.4,1312,51.4,60
891,M,298.0,307.8,1483,50.9,26
892,L,303.6,311.8,1736,32.9,99
893,M,297.4,308.8,1573,33.9,123
894,L,302.0,309.9,1407,52.8,154
895,L,304.2,313.4,1457,49.4,96
896,L,298.0,309.1,1820,23.6,120
897,H,299.1,308.2,1450,46.1,112
898,L,302.4,311.0,1475,47.9,79
899,M,298.1,308.9,1323,51.7,88
900,H,301.3,310.1,1469,39.7,179
901,L,300.7,310.8,1619,34.9,57
902,L,299.9,309.4,1363,60.9,57
903,L,301.9,310.6,1610,33.4,87
904,L,300.3,311.1,1605,37.1,160
905,L,298.8,308.6,1593,35.5,175
906,L,300.0,309.3,1558,29.7,168
907,L,301.0,312.3,1488,42.6,107
908,L,300.4,309.6,1543,38.1,209
909,L,299.5,309.1,1336,42.1,217
910,L,302.2,311.5,1548,32.4,81
911,L,297.9,309.0,1450,46.8,118
912,L,299.8,309.8,1542,39.4,155
913,H,300.7,309.5,1667,30.5,29
914,L,302.4,310.2,1503,36.2,166
915,L,299.8,309.4,1408,45.6,156
916,L,299.7,309.2,1346,57.4,138
917,L,300.1,311.4,1438,42.2,139
918,L,301.5,310.6,1522,41.0,114
919,L,298.3,309.4,1618,31.5,108
920,L,303.8,313.2,1531,39.4,159
921,M,298.6,308.3,1717,28.7,29
922,L,300.6,310.4,1608,39.2,221
923,M,298.3,309.4,1595,29.0,103
924,L,300.3,311.7,1707,33.6,158
925,L,302.6,312.1,1502,47.3,171
926,L,297.1,308.1,1446,36.6,227
927,M,299.1,310.2,1456,48.4,101
928,L,298.5,309.3,1590,33.9,107
929,L,300.8,311.8,1427,43.3,180
930,M,297.4,308.6,1434,44.4,193
931,M,301.9,311.0,1432,41.5,51
932,L,303.6,312.0,1827,23.3,103
933,H,301.6,310.5,1602,32.3,2
934,L,300.2,310.1,1440,51.1,41
935,H,298.8,310.5,1294,55.8,202
936,L,300.2,310.0,1389,53.6,184
937,L,302.6,310.5,1461,45.4,0
938,M,299.9,311.4,1337,54.8,32
939,M,297.1,308.4,1583,38.2,150
940,M,300.6,311.6,1669,29.2,200
941,L,299.7,309.3,1779,25.5,129
942,M,302.5,311.0,1563,35.6,190
943,M,303.8,312.4,1597,33.4,203
944,M,296.8,307.9,1683,31.8,76
945,M,302.4,312.1,1492,47.7,7
946,H,303.2,311.2,1475,43.1,20
947,L,303.8,313.0,1365,59.9,205
948,L,301.6,309.9,1440,43.4,100
949,L,302.2,310.6,1386,50.0,132
950,L,303.6,312.6,1699,27.9,160
951,L,297.7,307.6,1844,21.9,61
952,L,297.3,308.4,1513,40.5,25
953,H,298.8,309.2,1372,48.5,120
954,L,299.5,308.7,2549,13.0,179
955,M,298.0,307.6,1581,43.4,113
956,M,302.0,310.5,1823,25.1,87
957,L,296.6,308.0,1978,22.3,208
958,L,300.5,312.0,1453,45.1,151
959,L,300.7,310.8,2113,18.5,95
960,L,301.7,311.1,1455,39.8,118
961,L,296.8,307.9,1337,56.5,5
962,M,298.0,307.6,1792,26.0,119
963,L,299.6,309.1,1407,50.6,85
964,L,300.8,310.2,1850,22.8,33
965,M,304.2,313.5,1532,41.3,161
966,M,300.6,310.6,1427,52.8,75
967,L,300.0,309.1,1882,23.8,84
968,L,302.5,311.4,1559,37.6,209
969,M,298.4,309.1,1525,39.3,86
970,H,300.8,310.9,1425,44.0,33
971,L,300.7,310.2,1286,64.9,160
972,L,297.4,308.4,1571,39.4,0
973,M,298.1,309.0,1976,19.3,158
974,M,299.3,309.2,1586,37.9,129
975,L,300.7,311.1,1426,46.2,97
976,M,300.1,311.4,1575,29.8,210
977,H,300.2,309.3,1342,48.7,68
978,L,300.7,311.1,2377,14.3,135
979,L,298.4,308.9,1496,37.9,194
980,M,301.4,310.8,1782,26.5,6
981,M,300.7,309.7,1523,38.2,73
982,L,302.3,311.0,1442,43.7,152
983,M,298.0,308.2,1466,42.6,2
984,L,298.0,308.6,1610,33.1,56
985,L,298.3,308.9,1348,55.5,102
986,H,299.3,308.9,1429,43.0,96
987,H,302.6,310.3,1721,27.4,79
988,L,303.3,311.3,1592,33.7,14
989,L,302.7,310.5,1351,41.8,10
990,L,300.9,310.7,1517,41.7,210
991,L,301.9,310.3,1398,44.0,65
992,L,301.9,310.4,1610,34.8,71
993,H,300.4,311.9,1438,46.7,41
994,M,299.8,309.4,1423,42.9,124
995,M,298.7,309.6,1738,27.3,79
996,M,298.1,307.7,1633,30.7,145
997,H,303.6,312.2,1371,54.6,112
998,L,300.9,310.7,1477,43.2,143
999,M,301.4,310.7,1639,29.8,127
1000,L,297.8,307.8,1383,56.5,98
1001,H,301.8,311.1,1463,50.1,149
1002,L,299.4,309.0,1800,24.3,128
1003,L,298.4,308.0,1526,41.1,162
1004,M,299.8,309.4,1439,47.4,57
1005,M,298.5,308.7,1347,48.5,33
1006,L,300.4,311.4,1424,44.6,127
1007,M,299.1,308.9,1325,48.4,220
1008,L,303.9,313.0,1408,47.5,76
1009,H,302.4,310.2,1435,44.9,127
1010,L,298.2,309.0,1377,57.8,8
1011,L,297.4,308.8,1651,34.1,163
1012,L,298.6,309.3,1702,27.6,143
1013,H,301.9,310.3,1653,32.4,100
1014,L,299.5,310.1,1585,35.2,50
1015,H,302.9,312.3,1509,46.8,175
1016,L,300.8,310.0,1468,52.7,178
1017,L,302.0,311.1,1402,47.8,182
1018,L,297.2,308.6,1652,32.1,52
1019,M,299.9,309.5,1582,38.2,160
1020,L,298.6,309.5,1450,44.2,63
1021,L,301.3,310.8,1428,55.2,88
1022,L,302.8,310.6,1671,30.5,201
1023,L,298.2,309.2,1922,22.6,132
1024,L,302.5,311.5,1603,32.4,194
1025,L,302.6,311.6,1576,34.7,182
1026,L,301.1,310.5,1529,38.7,91
1027,M,297.4,308.4,1564,35.0,105
1028,H,299.2,308.9,1712,26.4,95
1029,M,295.7,306.2,1423,42.5,121
1030,L,298.6,309.8,1497,41.6,118
1031,H,298.4,308.2,1612,32.6,10
1032,M,301.3,309.9,1565,36.0,213
1033,L,299.1,309.0,1450,43.0,40
1034,M,297.8,309.8,1676,29.0,178
1035,M,302.4,311.4,1675,29.6,128
1036,L,299.1,310.4,1505,46.1,176
1037,L,296.8,308.2,1643,34.7,191
1038,M,299.7,309.2,1597,32.9,135
1039,M,300.6,310.4,1407,51.1,157
1040,L,302.9,312.4,1923,23.9,244
1041,L,296.2,306.8,1389,53.3,132
1042,L,296.7,308.0,1580,32.2,39
1043,L,299.2,308.5,1488,40.3,148
1044,L,297.5,308.6,1352,52.6,12
1045,L,302.1,311.3,1521,31.5,202
1046,H,301.4,310.6,1674,33.6,49
1047,L,297.4,309.4,1473,45.5,94
1048,L,297.9,307.9,1426,43.6,89
1049,M,299.5,310.8,1507,40.2,156
1050,L,301.5,310.7,1466,47.3,77
1051,H,301.1,310.8,1792,25.8,121
1052,M,304.1,313.2,1510,46.9,152
1053,L,301.1,310.2,1455,55.3,9
1054,L,301.6,310.7,1494,39.5,24
1055,H,297.6,308.6,1480,39.8,19
1056,L,299.2,310.7,1540,36.3,175
1057,L,298.6,309.5,1450,44.3,7
1058,M,300.1,309.6,1625,38.0,46
1059,M,299.7,309.6,1534,39.1,176
1060,M,302.6,310.4,1544,35.1,25
1061,M,301.4,310.7,1375,42.0,168
1062,L,297.2,308.3,1796,23.8,61
1063,H,303.4,311.9,1402,50.0,54
1064,L,295.6,306.1,1474,41.2,156
1065,L,302.0,310.4,1450,46.6,165
1066,L,298.8,309.8,1508,36.3,69
1067,L,297.5,308.5,1712,26.8,136
1068,L,300.1,309.4,1560,47.7,26
1069,L,297.5,308.4,1747,31.0,45
1070,L,299.7,310.3,1386,46.6,2
1071,L,298.0,309.0,1679,32.4,90
1072,L,302.5,312.0,1673,29.9,42
1073,L,297.6,308.3,1623,36.9,61
1074,L,302.2,311.2,1649,33.2,9
1075,M,302.4,311.4,1508,41.2,60
1076,H,300.5,311.2,1397,45.2,2
1077,L,298.2,307.8,1388,48.6,76
1078,L,300.6,310.4,1401,42.6,114
1079,L,299.9,309.2,1491,44.3,214
1080,L,298.8,308.5,1527,36.2,3
1081,L,297.7,308.7,1479,45.7,93
1082,L,302.2,311.7,1330,54.6,154
1083,L,304.2,313.4,1735,28.9,192
1084,H,296.7,307.5,1607,33.6,38
1085,M,298.3,308.8,1349,52.1,104
1086,M,300.9,309.7,1394,48.8,192
1087,H,303.6,312.6,1436,42.0,110
1088,L,300.9,312.0,1500,44.2,188
1089,L,297.9,308.6,1468,36.0,168
1090,H,302.3,310.2,1443,54.6,120
1091,L,302.4,311.1,1448,44.8,195
1092,L,302.5,310.8,1577,36.9,158
1093,L,299.0,310.4,1565,36.1,127
1094,L,303.4,312.3,1479,42.8,92
1095,L,299.4,309.0,1613,32.2,178
1096,H,303.8,312.6,1811,24.9,183
1097,L,297.5,308.9,1443,43.5,0
1098,M,298.9,309.9,1404,41.4,20
1099,L,299.5,310.0,1379,50.4,85
1100,L,301.3,310.3,1560,36.3,129
1101,L,298.7,309.9,1483,32.8,142
1102,M,300.2,311.6,1513,40.8,157
1103,L,300.9,311.2,1353,60.4,139
1104,M,297.4,308.9,1348,59.1,201
1105,L,297.4,308.6,1820,24.6,79
1106,L,302.3,311.1,1630,35.6,183
1107,H,300.8,311.2,1612,32.5,143
1108,H,297.3,308.3,1461,41.5,108
1109,L,298.8,309.8,1753,27.5,130
1110,L,297.6,308.7,1365,50.6,143
1111,L,297.5,308.9,1596,30.7,5
1112,L,297.4,308.3,1561,38.3,0
1113,M,299.3,309.1,1571,38.3,59
1114,L,303.8,313.0,1452,38.6,72
1115,L,296.9,307.8,1400,57.1,202
1116,L,298.3,309.4,1546,36.1,94
1117,L,297.8,307.3,1412,50.7,24
1118,M,300.7,311.0,1378,51.6,130
1119,M,298.5,309.3,1465,42.4,173
1120,L,299.0,308.4,1356,52.6,188
1121,M,300.7,310.3,1659,29.8,6
1122,L,300.4,309.7,1488,35.7,177
1123,M,300.5,310.0,1580,37.0,181
1124,M,298.9,310.1,1549,40.2,65
1125,L,297.5,309.4,1497,35.8,44
1126,L,298.0,308.3,1473,42.6,107
1127,M,298.8,309.8,1288,61.9,79
1128,L,298.0,308.7,1443,49.3,52
1129,M,299.5,311.0,1451,43.3,136
1130,L,297.3,308.7,1592,34.4,158
1131,L,298.1,307.5,1391,57.4,161
1132,L,299.2,308.5,1544,41.6,146
1133,L,297.7,308.2,2007,19.3,181
1134,L,299.0,310.4,1524,39.8,120
1135,M,303.5,312.4,1606,30.1,98
1136,L,298.0,308.5,1713,25.3,124
1137,M,298.6,309.1,1587,37.3,203
1138,L,298.5,308.8,1670,29.6,13
1139,L,297.9,308.5,1472,45.1,70
1140,M,300.5,309.4,1347,50.1,213
1141,L,298.8,309.8,1363,44.0,25
1142,L,303.5,312.0,1441,56.8,88
1143,L,300.0,309.6,1496,38.8,27
1144,H,303.8,312.9,1378,45.6,184
1145,H,301.7,310.1,1660,29.3,72
1146,M,299.7,310.4,1410,44.5,105
1147,H,300.3,309.7,1582,30.8,144
1148,M,301.3,311.0,1495,40.8,148
1149,L,298.4,307.9,1743,27.3,134
1150,L,298.1,307.9,1517,40.8,50
1151,M,300.2,311.0,2370,14.7,144
1152,M,304.3,313.6,1489,40.3,196
1153,L,298.9,308.2,2384,15.0,19
1154,L,298.0,307.6,1683,32.8,122
1155,L,302.2,311.4,1754,26.9,33
1156,L,301.7,310.6,1624,34.5,216
1157,M,297.5,308.6,1842,27.0,133
1158,H,298.9,310.1,1366,62.7,161
1159,L,300.4,311.5,1492,44.6,149
1160,L,298.0,308.5,1429,37.7,220
1161,L,297.5,309.3,1470,38.8,197
1162,L,300.3,311.4,1343,57.7,142
1163,M,300.5,311.9,1323,57.9,155
1164,L,301.8,310.6,2672,11.8,124
1165,L,297.2,308.6,1924,22.1,163
1166,L,298.6,309.4,1440,48.2,136
1167,M,301.3,310.4,1635,32.5,110
1168,L,299.8,309.2,1491,47.5,216
1169,M,299.2,308.9,1447,39.6,22
1170,L,298.5,309.5,1547,33.1,68
1171,M,295.7,306.3,1685,34.9,84
1172,L,298.2,308.4,1666,34.6,74
1173,M,302.2,310.6,1570,34.6,163
1174,M,302.7,311.7,1759,29.9,5
1175,H,298.3,309.0,1379,43.2,0
1176,L,299.1,310.1,1336,61.3,94
1177,M,300.9,310.8,1452,43.6,185
1178,M,301.6,310.6,1599,36.1,208
1179,M,301.0,309.6,1588,32.7,138
1180,L,300.1,311.5,1471,47.2,201
1181,L,300.7,312.3,1898,24.0,60
1182,L,299.8,311.2,1564,40.0,172
1183,M,297.7,308.5,1559,35.2,127
1184,L,302.7,310.4,1542,35.7,38
1185,M,296.3,307.2,1446,45.9,180
1186,H,300.5,310.8,1631,30.5,132
1187,L,304.0,313.3,1294,54.6,102
1188,L,297.7,308.4,1487,41.4,84
1189,L,300.4,311.8,1272,59.2,198
1190,L,301.3,310.4,1459,44.7,92
1191,L,300.1,309.1,1551,33.7,214
1192,L,301.0,310.8,1375,57.2,20
1193,L,302.6,310.4,1743,26.3,191
1194,M,302.9,312.4,1334,50.9,5
1195,M,301.2,310.6,1576,39.6,109
1196,L,298.2,308.7,1408,40.0,9
1197,H,301.6,309.9,1423,53.6,95
1198,L,301.3,310.8,1381,47.9,33
1199,M,300.5,309.5,1320,49.9,59
1200,L,302.1,310.8,1622,36.8,45
1201,L,300.9,312.1,1462,46.0,166
1202,L,297.1,308.3,1403,54.1,179
1203,L,298.8,309.7,1953,20.6,25
1204,H,297.9,309.2,1577,34.7,5
1205,M,298.6,310.1,1596,33.0,15
1206,M,301.5,310.4,2639,12.0,21
1207,L,301.4,310.9,1440,45.4,177
1208,L,300.3,309.9,1393,56.1,12
1209,H,298.8,309.6,1309,57.4,185
1210,L,302.2,311.3,1530,37.3,207
1211,M,302.4,311.4,1475,45.2,46
1212,L,301.2,309.9,1687,29.7,30
1213,L,300.9,310.2,1382,50.4,131
1214,L,303.4,311.6,1449,41.7,132
1215,L,302.3,311.9,1434,51.9,173
1216,M,297.5,308.4,1403,44.3,25
1217,L,298.7,309.8,1546,40.9,109
1218,L,297.6,308.7,1455,48.2,145
1219,M,297.5,308.6,1472,44.9,198
1220,L,297.6,308.6,1664,30.1,81
1221,L,297.7,308.9,1575,39.9,12
1222,L,298.1,308.0,1704,30.9,61
1223,M,302.7,311.1,1297,60.7,125
1224,H,304.1,313.2,1586,34.6,139
1225,L,300.3,311.7,1821,26.3,202
1226,M,302.3,310.9,1762,24.5,73
1227,L,299.6,309.5,1453,41.4,168
1228,L,300.5,310.0,1521,45.1,86
1229,L,300.0,309.6,1431,47.7,39
1230,L,299.4,308.7,1381,56.7,102
1231,M,300.5,310.2,1571,34.6,228
1232,L,303.5,311.9,1405,45.6,10
1233,L,301.9,310.9,1574,31.4,27
1234,M,299.8,311.1,1763,25.5,171
1235,L,299.4,309.2,1607,31.7,145
1236,L,300.3,309.2,1398,54.4,198
1237,M,297.4,308.1,1620,31.2,143
1238,H,300.7,312.1,1490,43.1,159
1239,L,297.3,308.7,1491,40.2,112
1240,H,296.6,307.7,1654,31.0,91
1241,M,301.5,311.1,1507,38.6,149
1242,M,297.5,309.5,1448,43.7,46
1243,M,300.2,311.6,1467,40.7,23
1244,M,303.7,312.9,1511,41.0,33
1245,M,299.0,310.2,1298,57.2,10
1246,L,302.2,310.6,1346,47.5,109
1247,L,298.5,308.6,1522,36.9,53
1248,L,298.4,308.0,1515,42.8,125
1249,L,298.8,309.7,1225,63.4,37
1250,L,302.4,311.8,1384,50.9,99
1251,L,298.7,309.2,1586,31.4,180
1252,L,303.7,312.4,1525,43.9,188
1253,L,301.3,311.2,1668,30.1,18
1254,L,299.2,308.4,1434,46.8,2
1255,L,298.9,310.1,1466,42.5,187
1256,L,301.1,310.1,1666,27.2,40
1257,H,300.6,310.6,1448,44.7,55
1258,M,300.5,311.4,1390,51.9,68
1259,L,298.1,307.5,1493,43.7,153
1260,L,303.4,311.6,1712,30.1,182
1261,M,297.6,308.5,1431,52.6,26
1262,L,297.6,308.7,1552,42.3,27
1263,L,298.7,308.5,1480,42.2,58
1264,L,300.7,309.7,1507,52.4,163
1265,L,301.0,309.7,1491,42.9,165
1266,M,301.3,310.0,1696,32.4,202
1267,H,301.6,311.2,1395,46.8,95
1268,L,297.5,308.3,1596,36.8,77
1269,L,304.4,313.6,1585,38.9,9
1270,H,299.4,309.3,1439,49.7,9
1271,M,297.2,307.9,1541,35.7,169
1272,H,298.3,309.6,1546,36.2,177
1273,M,302.2,311.5,1562,38.0,162
1274,L,300.2,311.6,1606,31.0,199
1275,L,302.1,310.7,1465,40.7,13
1276,L,301.1,311.2,1910,20.2,41
1277,L,297.5,308.9,1738,24.0,195
1278,M,298.9,310.1,1442,42.9,153
1279,L,301.0,310.1,1558,32.6,0
1280,L,302.0,310.8,1767,27.4,11
1281,L,299.7,309.3,1420,44.1,60
1282,L,300.2,311.4,1891,22.6,86
1283,L,304.2,313.4,1490,44.0,41
1284,L,299.0,308.6,1653,31.7,100
1285,L,298.6,309.7,1356,54.0,6
1286,H,299.3,310.4,1393,44.9,162
1287,L,299.4,308.7,1446,62.9,134
1288,L,298.2,307.8,1627,31.5,64
1289,L,302.6,312.4,1628,33.0,15
1290,L,298.4,308.3,1433,62.3,20
1291,M,302.9,311.0,1402,40.7,52
1292,L,297.8,308.9,1282,58.1,108
1293,H,299.1,310.4,1369,54.5,104
1294,L,298.9,309.9,1517,36.6,117
1295,M,297.5,308.5,1612,30.0,163
1296,M,296.7,307.4,1533,32.5,182
1297,L,300.7,311.1,1440,43.0,148
1298,L,304.1,313.3,1883,24.5,190
1299,M,302.3,311.0,1450,45.7,175
1300,L,299.0,308.6,1946,22.3,102
1301,M,301.7,311.0,1510,47.8,27
1302,L,298.8,308.4,1484,39.2,8
1303,L,298.1,309.0,1497,40.5,58
1304,L,297.7,308.5,1501,41.4,201
1305,L,296.6,307.4,1504,45.8,58
1306,L,297.3,308.2,1553,33.5,2
1307,L,298.7,310.2,1717,27.3,26
1308,L,298.7,310.1,1786,27.7,114
1309,M,298.4,308.6,1527,40.9,96
1310,L,299.2,309.1,1468,45.6,2
